id,Relative_Relief_751,SPI751,TWI_FINAL751,Flow_Accumulation_clean751,aspect751,slope751,Elevation1,Distance_to_River,Drainage_Density,Landslide
12,33.65527344,-42.2700386,17.36267281,4.074347496,104.4693832,23.0336895,791.9378662,255.45,2.4633,1
13,26.065979,-2.580362797,17.30289268,3.851317883,262.3739014,18.36572266,874.6154175,618.33,2.4939,1
14,14.32177734,3.817643166,1.488435388,4.57440567,335.0840759,10.90911579,864.2312012,2340.56,1.5583,0
15,20.7130127,-27.87913895,18.22790718,9.550261497,212.1946716,14.43057442,855.8425293,485.46,1.9213,1
16,39.50939941,-1.29939425,16.73811913,2.163511753,227.3244629,27.52890778,923.4433594,488.75,2.8804,1
17,27.09307861,-0.115920857,16.51268387,1.713124633,202.8099365,18.97982025,865.6130981,592.51,2.0911,1
18,41.53668213,-6.735222816,17.25066185,3.390657663,220.616745,23.80058098,798.44104,399.27,2.8395,1
19,37.70202637,-3.535531998,16.93328857,2.53000474,234.7213287,22.3569355,1187.272461,241.14,2.4283,1
20,43.50817871,1.936222076,2.67147994,5.036158085,204.1302185,28.47735405,1149.340454,2207.64,2.9461,0
21,52.48480225,-6.77661562,17.38202477,3.874136209,198.8106842,30.34217072,1191.025024,374.92,3.3108,1
